IMO Number;Name;Total fuel consumption [m tonnes];Total CO₂ emissions [m tonnes];Fuel consumption per distance [kg / n mile];CO₂ emissions per distance [kg CO₂ / n mile];;
9081289;QAMUTIK;920.53;2901.78;59.84;188.65;;
9081291;TERIBERKA;951;3016.95;53.65;170.21;;
9081306;MITIQ;1361.91;4277.54;50.42;158.37;;
9081318;SINAA;1683.29;5277.21;59.7;187.17;;
9081320;AUJAQ;1722.47;5417.69;59.37;186.75;;
9081370;MIKHAIL BRITNEV;1082;3388.49;57.54;180.21;;
9081588;VOLCAN DE TAUCE;2626.98;8239.1;96.31;302.05;;
9081801;HOSANGER;2887.39;9012.67;113.92;355.59;;
9081992;MANASSA MIRA M;861;2694.71;41.2;128.93;;
9082623;VENTO;1254.6;3958.3;65.21;205.75;;
9083043;SPICA;5870.9;18509.04;75.07;236.68;;
9083055;MONTE BRASIL;3495.63;10927.54;61.78;193.13;;
9084229;SENSEI;2174.1;6869.45;60.13;190.01;;
9084255;INCHCAP;1135.3;3594.91;57.22;181.2;;
9084607;MSC NITA;3395.4;10735.32;97.01;306.72;;
9085443;SH EXPRESS;143.5;450.04;29.65;92.99;;
9085534;MAERSK KOTKA;16314.8;51010.31;272.19;851.05;;
9085546;MAERSK KLEVEN;17855;55821.71;266.68;833.73;;
9085558;MAERSK KARLSKRONA;16291.64;50888.46;278.81;870.9;;
9085675;ALKADI BEY;2136.28;6793.85;62.93;200.13;;
9085895;REK KING;803.8;2545.2;50.59;160.18;;
9085900;AYYILDIZ;166.93;527.95;39.34;124.41;;
9086320;OCEAN S;993.03;3123.98;54.88;172.63;;
9086526;RAZONI;260;822.78;69.35;219.47;;
9086588;SKANIA;10401.68;32775.69;152.21;479.62;;
9086590;MEGA EXPRESS FOUR;18294.31;57184.61;205.97;643.82;;
9087013;BOW CEDAR;1954.1;6188.63;93.09;294.82;;
9087116;REGAL STAR;5116.43;16186.7;107.23;339.25;;
9087233;FATMA SARI;75.5;237.96;84.17;265.28;;
9087350;SCA OBBOLA;7434.6;23178.14;75.89;236.6;;
9087362;SCA OSTRAND;7290;22727.18;78.26;243.99;;
9087374;SCA ORTVIKEN;7928.64;24713.36;78.64;245.11;;
9087465;NILS DACKE;12208;38019.22;138.63;431.74;;
9087477;ROBIN HOOD;11547;36384.92;124.88;393.51;;
9087726;RIGEL VII;6172.64;19789.5;114.57;367.3;;
9088249;PELAGIC PIRANHA;5686.42;17825.07;83.06;260.36;;
9088859;GIROLATA;14435.17;44987.04;150.08;467.73;;
9100073;HOYANGER;748.04;2363.78;96.32;304.38;;
9100267;FANTASTIC;18432;57550.05;198.34;619.27;;
9101730;SPLITTNES;2918.48;9356.64;51.09;163.78;;
9102069;STOLT INNOVATION;5829;18324.04;118.47;372.41;;
9102071;STOLT CONFIDENCE;6757.3;21244.82;122.37;384.74;;
9102083;STOLT INSPIRATION;6181.7;19466.17;134.71;424.21;;
9102095;STOLT CREATIVITY;6517.3;20480.04;122.42;384.7;;
9102100;STOLT INVENTION;2516.2;7870.57;124.43;389.21;;
9102112;STOLT EFFICIENCY;1240.6;3871.59;122.72;382.98;;
9102124;STOLT CAPABILITY;1103.2;3438.91;109.38;340.96;;
9102710;MSC MEDITERRANEAN;881.95;2789.75;106.63;337.28;;
9102722;MSC CANBERRA;851.4;2699.05;107.09;339.5;;
9102746;MSC DON GIOVANNI;2089.35;6649.96;100.81;320.84;;
9103013;EGE BEY;771;2471.83;30.17;96.72;;
9103128;STAR HANSA;1132.67;3584.69;93.39;295.55;;
9103362;MEDKON SINOP;325.69;1027.68;54.33;171.43;;
9103374;MEDKON IZMIR;422.91;1334.41;48.66;153.53;;
9103398;GASCHEM WESER;177.13;559.65;54.89;173.43;;
9103685;MSC BRIANNA;16884.86;52841.48;195.04;610.39;;
9104263;SEA AMAZON H;3924.81;12400.57;68.49;216.38;;
9104811;SAKAR;1765.3;5659.55;53.38;171.15;;
9104835;RHAPSODY;9365;29631.81;289.03;914.51;;
9105035;MANDARIN ARROW;397.21;1245.23;106.57;334.1;;
9105970;EGY GLORY;519.71;1647.49;91.53;290.15;;
9106297;MARELLA EXPLORER;5881.74;18475.07;386.29;1213.37;;
9106467;CASABLANCA A;2110.65;6600.83;69.1;216.12;;
9106479;MED CORLU;1297.27;4075.43;73.44;230.71;;
9106493;MED DENIZLI;788.35;2477.15;74.21;233.18;;
9106974;LADY JASMIN;1131.74;3578.04;47.54;150.29;;
9106986;LADY LEYLA;1411.54;4468.88;49.44;156.52;;
9107306;PINE ARROW;1627.7;5139.83;87.82;277.31;;
9107318;CANELO ARROW;922.98;2902.27;85.49;268.82;;
9107681;WADI ALARAB;416.4;1306.4;99.37;311.76;;
9107772;NORDKAPP;5680.93;18213.06;71.65;229.7;;
9107784;NORDNORGE;2819.11;9038.07;69.39;222.47;;
9107796;POLARLYS;5205.62;16689.21;70.36;225.58;;
9107899;CAN YUCEL;408.7;1291.96;61.83;195.44;;
9108063;PIRITA;3990.5;12588.67;53.5;168.77;;
9108128;LISBON EXPRESS;8327.2;26279.01;118.85;375.08;;
9108130;VALENCIA EXPRESS;7815.8;24654.87;121.75;384.04;;
9108350;POLONIA;8470.04;26689.09;122.96;387.45;;
9108398;MSC TIANA F;1342.29;4231.52;109.77;346.05;;
9108556;CENK G;65.25;204.04;78.36;245.03;;
9108568;EUROCARGO NAPOLI;4994;15597.24;86.33;269.64;;
9108740;BERGSTRAUM;2930;9393.58;50.9;163.19;;
9109536;IDA;2133.57;6731.1;61.96;195.46;;
9109548;OLGA;673.65;2114.91;59.76;187.63;;
9109768;TARIQ IBN ZIYAD;2004.72;6326.18;221.21;698.05;;
9109964;GOZO;161.7;512.09;70.52;223.33;;
9110016;SUPERFERRY;4706.45;14698.01;104.07;324.99;;
9110315;SANN  TRO;414;1307.93;53.83;170.06;;
9110339;MUSTAFA BEY;270.9;857.46;51.09;161.7;;
9110377;MSC SAMANTHA;10484.1;33050.54;219.4;691.66;;
9110389;MSC KATYAYNI;12952.31;40826.5;232.07;731.49;;
9110391;MSC DYMPHNA;9424.37;29721.17;244.73;771.79;;
9110901;EPSILON;3082.67;9624.21;75.04;234.27;;
9110913;ABRAHAM M;388.9;1227.89;120.06;379.06;;
9111357;BOSPHORUS KING;618.5;1950.39;74.3;234.3;;
9112296;MILAN EXPRESS;8998.3;28360.41;138.1;435.27;;
9112351;ANGORA;2710.73;8558.39;64.83;204.69;;
9112466;MN TOUCAN;3006.9;9640.12;62.78;201.27;;
9112765;KATTEGAT;2991.77;9383.43;91.34;286.47;;
9112777;TANGER EXPRESS;3103.1;9728.02;86.71;271.82;;
9113018;PASILA;2163.32;6817.86;59;185.95;;
9113446;MSC CLAUDIA;2987.75;9464.9;79.47;251.77;;
9113719;ALONDRA;2718.1;8707.55;37.15;119;;
9113850;NANA LEEN;323;1020.71;59.73;188.74;;
9114232;BOW FAITH;1863.02;5910.01;99.1;314.36;;
9114347;MEDKON RIZE;85.3;269.05;46.38;146.3;;
9114476;ALLEGRA;992.66;3156.75;61;193.98;;
9116084;SU;336;1056.04;39.03;122.66;;
9116319;NAHIDE-M;93.4;295.76;57.23;181.23;;
9116369;MSC SENA;4682.52;14780.99;120.29;379.71;;
9116515;GRIT CEMENT III;0;0;Division by zero!;Division by zero!;;
9117416;LITA;910.16;2881.52;54.21;171.62;;
9117739;SAGA MONAL;1451.9;4596.76;98.11;310.61;;
9117985;COMMODORE GOODWILL;232.34;744.88;71.8;230.19;;
9118238;DIGNITY;162;519.38;64.16;205.7;;
9118496;CHRISTINA;2649.7;8494.94;45.81;146.86;;
9119414;ARROW;28.1;90.09;69.38;222.44;;
9120205;SIERRA LARA;1719.4;5387.18;47.57;149.03;;
9120243;MT BANDIRMA;1121.14;3594.38;44.16;141.56;;
9120384;VARNA;1397.11;4409.75;66.5;209.89;;
9121273;ENDURANCE;6223.13;19505.23;148.06;464.07;;
9121297;SAGA HORIZON;2832.4;8852.2;86.4;270.04;;
9121625;STENA SCOTIA;588.13;1840.18;94.66;296.17;;
9121912;GAZIBEY;700.53;2245.9;60.02;192.43;;
9121998;MYKINES;10017.52;31214.76;90.49;281.96;;
9122007;BORE BAY;9409.93;29350.56;99.14;309.23;;
9122576;SOTIRIA;1878.59;5892.47;113.68;356.56;;
9122655;DON CARLOS;299.67;937.25;92.88;290.5;;
9122930;GLOVIS CORONA;854.07;2696.01;117.33;370.38;;
9122942;GLOVIS COMET;186.21;596.99;126.67;406.12;;
9122966;ASIAN VISION;1527.4;4820.31;113.17;357.15;;
9123702;BEREKET;2077.58;6590.83;50.54;160.32;;
9123788;MONTE DA GUIA;3687.3;11518.88;61.45;191.97;;
9123805;JORDANIA;1252.61;3956.39;83.58;263.97;;
9124471;STOLT PERSEVERANCE;986.2;3076.16;115.89;361.48;;
9125217;PRINCE HADI;385.1;1216.86;61.83;195.38;;
9125229;PRINCE FAROUK;454;1436.02;41.42;131;;
9125267;FERICEK;2013.02;6414.26;52.48;167.22;;
9125279;NORMANNA;1734.58;5428.24;54.94;171.92;;
9125372;CELESTINE;3885.23;12250.7;107.18;337.94;;
9125384;CLEMENTINE;7489.89;23475.52;97.05;304.18;;
9125944;STENA JUTLANDICA;10993.3;35244.52;155.11;497.28;;
9126223;LAURA;4130.8;12903.25;58.48;182.67;;
9126235;HJORDIS;4127.4;12882.36;58.83;183.62;;
9126247;MARJATTA;3970.72;12387.83;56.18;175.26;;
9126297;HONOR;2234.13;7086.52;74.25;235.53;;
9126742;ROZA A;1995.11;6255.03;65.05;203.96;;
9126754;TOMRIZ A;1742.78;5464.11;82.95;260.07;;
9126766;CORELLI;2212.71;6912.42;62.36;194.81;;
9126924;LEYLA KALKAVAN;2851.47;8908.92;83.14;259.76;;
9127007;JAGUAR;2664.26;8348.06;93.2;292.04;;
9127021;AVRA MITERAS;3471.18;10883.76;97.7;306.32;;
9127136;WADI ALKARNAK;863.93;2704.51;127.57;399.37;;
9127459;ALLEGRI;2613.35;8166.16;61.95;193.58;;
9127538;EGY FUTURE;2479.88;7836.71;94.29;297.98;;
9127576;POWER JET;6556.86;21021.29;167.53;537.11;;
9127928;SIERRA QUEEN;1691.7;5304.92;68.39;214.48;;
9128049;CROWN GARNET;2156;6776.65;85.36;268.31;;
9128051;CROWN JADE;3417;10675;83.23;260.03;;
9128063;CROWN OPAL;4084.1;12844.52;76.19;239.62;;
9128142;DONNA MERAY;363;1135.35;77.9;243.64;;
9128427;MARGAUX;734.05;2297.07;68.25;213.58;;
9128544;JAOHAR LIVIA;2178.21;6884.49;73.83;233.34;;
9129263;BALTIC BRIGHT;3186.7;10216.56;55.95;179.38;;
9129469;PERSEUS;3854.1;12157.79;59.04;186.25;;
9129586;MONT VENTOUX;6495.8;20494.82;88.54;279.36;;
9129598;ARK FUTURA;6414.7;20550.32;92.69;296.96;;
9129706;FREEDOM;2942.48;9275.08;89.93;283.46;;
9130432;BF FORTALEZA;2057.9;6597.62;47.63;152.7;;
9130573;UNI-ASPIRE;2678.75;8467.38;93.27;294.81;;
9130585;UNI-ASSENT;2290.07;7234.09;87.54;276.53;;
9130597;UNI-ASSURE;3252.61;10289.82;95.7;302.77;;
9130949;GRANDE AFRICA;4027.48;12626.07;114.46;358.81;;
9130951;GRANDE ATLANTICO;5617.68;17619.6;114.7;359.76;;
9131527;EUROCARGO PATRASSO;13906.45;43898.98;153.57;484.79;;
9131539;GAZ LIBERTY;3138.61;9904.14;1583.56;4997.04;;
9131797;MECKLENBURG-VORPOMMERN;12261.01;38788.09;151.26;478.51;;
9131955;AUTOPRIDE;3932.7;12608.24;66.52;213.25;;
9131967;AUTOPROGRESS;5714.3;18320.05;67.53;216.51;;
9131993;SC CONNECTOR;3938.73;12627.56;63.16;202.5;;
9132002;COLOR CARRIER;9078.5;28335.35;106.46;332.29;;
9132014;FINNMASTER;9930;30951.74;109.62;341.68;;
9132492;BOGDAN;1582.44;5023.18;50.12;159.11;;
9132507;QUEEN SARA;467.23;1475.32;48.97;154.63;;
9132662;LUGANO;654.7;2076.63;52.19;165.54;;
9133410;HONG FA SHANG HAI;575.56;1793.79;76.33;237.9;;
9133757;PROPUS;196.17;624;123.72;393.54;;
9133915;SKANE;13855.63;43816.7;167.16;528.62;;
9134153;WEC MAJORELLE;2880.35;9007.04;63.27;197.85;;
9135262;ARIADNE;10843.9;33819.12;211.76;660.41;;
9135638;MSC JEANNE;1048.76;3307.34;131.32;414.14;;
9135822;SIERRA LEYRE;1538.2;4833.64;57.36;180.26;;
9135896;CHAMPION JET 2;9157.42;29358.69;131.57;421.81;;
9136034;PELAGOS;10797.16;33725.98;118.6;370.46;;
9136539;AT 27;1373.5;4351.36;51.9;164.43;;
9136931;BRAVE COMMANDER;363.8;1149.62;60.06;189.81;;
9136967;VIKING PRINCESS;353.91;1107.82;37.93;118.72;;
9137234;KAPITAN SHYRIAGIN;189.87;608.72;22.09;70.83;;
9137997;FINNCLIPPER;12429;38995.75;209.85;658.39;;
9138006;VIZZAVONA;11117.14;34729.63;170.43;532.43;;
9138276;PANTHER;934.67;2938.73;105.39;331.35;;
9138305;MONEMVASIA;497.6;1550.78;124.56;388.18;;
9138329;HAMBURG;1221.1;3914.85;97.9;313.88;;
9138355;K-RIVER;1622.41;5073.65;55.31;172.98;;
9138381;GRANDE EUROPA;4093.51;12811.06;108.9;340.81;;
9138393;GRANDE MEDITERRANEO;8637.1;27051.31;119.74;375.04;;
9138408;AIGRAN D;2399.88;7559.38;55.28;174.12;;
9138410;REPUBBLICA ARGENTINA;5581.56;17390.09;140.35;437.28;;
9138422;REPUBBLICA DEL BRASILE;4621.07;14433.12;136.84;427.4;;
9138446;MILOS;808.95;2565.96;56.95;180.65;;
9138513;DON PASQUALE;1095.97;3459.89;123.02;388.36;;
9138525;DON QUIJOTE;2586.77;8137.49;132.74;417.59;;
9138692;PRINCE MOUHAMMAD;556.9;1760.38;60.51;191.28;;
9138783;MSC BRIDGE;4157.54;13148.91;122.27;386.69;;
9139086;MSC POLO II;260.1;820.48;139.02;438.52;;
9139256;EDFU;1629.77;5105.98;88.31;276.67;;
9139268;ESNA;1713.88;5372.96;95.98;300.88;;
9139294;HAPPY RIVER;2986.74;9350.18;81.51;255.18;;
9139309;HAPPY ROVER;551.22;1725.42;87.08;272.58;;
9139311;HAPPY RANGER;2588.16;8078.11;71.94;224.54;;
9139646;KRETA S;2342.78;7388.65;94.25;297.23;;
9141118;CHARO B;5009.9;15800.5;66.27;208.99;;
9141235;BISCAYNE LIGHT;1568.54;4983.09;62.59;198.84;;
9141297;MSC ROCHELLE;15062.19;47638.63;207.06;654.9;;
9141780;MSC GIANNINA;5018.03;15841.85;101.47;320.33;;
9141792;CIELO DI RABAT;26.9;84.54;144.62;454.52;;
9141807;DEUTSCHLAND;165.81;523.69;175.27;553.58;;
9141912;HILAL BEY;1133.83;3566.82;37.14;116.84;;
9142459;ULYSSE;7942.41;24775.33;109.77;342.42;;
9142461;SALAMMBO;9077.84;28292.05;117.79;367.12;;
9142514;MEDEMBORG;2250.75;7166.09;48.29;153.74;;
9142540;DONA BLE;1433.35;4532.92;47.49;150.19;;
9142552;MERWEBORG;2491.73;7917.01;53.59;170.27;;
9142564;MANISA BELEN;1498.8;4745.54;51.47;162.97;;
9142605;ISLE OF INISHMORE;12790.1;40618.8;198.31;629.8;;
9143099;BALTIC PURPLE;2284;7186.27;80.16;252.2;;
9143207;BOW FLORA;856.8;2712.29;94.58;299.41;;
9143439;SANTA MARTINA;1353;4290.58;95.86;303.97;;
9143441;EXCELLENT;17717;55325.73;229.86;717.8;;
9143491;FIOR DI LEVANTE;2335.65;7410.22;87.66;278.11;;
9143544;KOBE EXPRESS;5590.1;17646.37;186.04;587.26;;
9143556;DUSSELDORF EXPRESS;2909.4;9204.14;153.01;484.05;;
9143697;CHAMPION EXPRESS;0;0;Division by zero!;Division by zero!;;
9143702;GRAN BRETAGNA;9192.91;28762.22;117.79;368.52;;
9143752;FRIO GALICIA;508.05;1588.1;70.97;221.83;;
9143855;OUED ZIZ;1464;4641.56;68.58;217.45;;
9143879;OKEE LILO;1318.85;4120.21;77.19;241.14;;
9143972;WEC BRUEGHEL;3391.1;10577.5;64.27;200.46;;
9144043;MLS GEMMA;219.5;685.18;74.99;234.09;;
9144081;BASTØ I;1063.04;3408.1;40.52;129.9;;
9144093;BASTØ II;932.19;2988.6;32.74;104.95;;
9144251;LYSVIK SEAWAYS;3579.8;11476.84;53.7;172.15;;
9144263;LYSBRIS SEAWAYS;3633.04;11647.52;64.09;205.47;;
9144354;SAGA SKY;1322.2;4184.94;93.88;297.14;;
9144419;PRINS RICHARD;5360.5;17185.76;73.49;235.62;;
9144421;PRINSESSE BENEDIKTE;5443.8;17452.82;68.94;221.01;;
9144718;JONA SOPHIE;5417;17084.97;78.6;247.89;;
9144720;BARBARA P;5578.4;17596.29;80.14;252.81;;
9144732;VINCENZO FLORIO;11936.03;37286.08;198.52;620.15;;
9144744;RAFFAELE RUBATTINO;10401.03;32503.89;173.65;542.65;;
9144811;CRUISE SMERALDA;19512;60880.09;186.23;581.07;;
9145164;FINNFELLOW;10929;34212.03;135.76;424.99;;
9145176;STENA GERMANICA;13603.95;43539.45;158.51;507.32;;
9145229;TZAREVICH;2434.65;7805.49;64.64;207.23;;
9145231;TZAREVNA;2551.44;8179.92;59.13;189.56;;
9145413;ICARUS III;719.21;2305.78;719207;2305780;;
9145437;CASTILLO DE MONTERREAL;4061.8;12747.89;145.74;457.41;;
9145695;YILDIZLAR 2;145.5;455.21;86.25;269.83;;
9145982;EFI THEO;247.26;780.84;92.85;293.22;;
9146053;NECO K;44.9;143.95;30.13;96.61;;
9146106;COMET;517.92;1642.59;41.6;131.92;;
9146314;DIAMANTIS P.;3495.4;10958.07;128.95;404.25;;
9146479;MSC VILDA;5761.1;18191.16;320.44;1011.81;;
9146974;HONORINE;855;2681.27;75.93;238.12;;
9147071;MSC SAO PAULO;12101.43;38206.09;172.75;545.41;;
9147215;MED CERKEZKOY;458.94;1441.17;69.69;218.84;;
9147681;ANNEMIEKE;2267.65;7123.72;87.36;274.43;;
9147708;GRIETJE;1560.4;4890.68;88.8;278.32;;
9147710;ANNEGRET;2443.7;7685.21;86.33;271.49;;
9147734;GISELA ESSBERGER;2943;9435.26;65.56;210.17;;
9147746;MIMMO IEVOLI;2944;9222.39;63.74;199.67;;
9147863;GABRIELA H;843;2668.45;30.21;95.62;;
9147875;LADY DEBORA;1103.1;3536.54;35.04;112.35;;
9148582;LIA IEVOLI;3389.4;10596.45;68.43;213.95;;
9149328;MSC NADRIELY;10441.68;32544;134.67;419.73;;
9149495;STOLT SEA;1806.5;5668.52;90.56;284.18;;
9149512;STOLT SUN;5341;16775.91;101.68;319.39;;
9149524;STOLT SPAN;1493;4667.47;80.45;251.51;;
9149677;PRINCESS LAYLA;541;1708.91;64.95;205.17;;
9149732;LADY PERLA;843.72;2672.95;62.89;199.24;;
9149885;FIONA;6303.59;20209.31;93.26;299;;
9149897;CARLA-LIV;3026.53;9482.45;95.07;297.88;;
9150030;HAMLET;1560;5001.36;85.53;274.22;;
9150080;JAOHAR ADAM;1873.95;5920.52;60.35;190.67;;
9150315;STOLT SYPRESS;3332.6;10426.53;105.69;330.68;;
9150327;VENEZIA D;2040.7;6441.62;61.24;193.31;;
9150339;AQUARIUS ACE;4478.51;14100.19;76.25;240.06;;
9150341;PEGASUS ACE;3242.96;10269.39;69.82;221.1;;
9150420;INSULAR;3102.92;9688.89;58.33;182.13;;
9150614;HAI GONG YOU 306;1670.5;5240.59;68.52;214.96;;
9150743;AMINEH M.;369.1;1168.5;72.99;231.06;;
9151008;CHAMPION JET 1;3367.8;10797.17;131.5;421.58;;
9151101;K-STREAM;1826.19;5747.03;67.54;212.55;;
9151113;PROCYON;886;2794.89;70.18;221.39;;
9151383;SEBAT;1873.18;5943.59;50.54;160.37;;
9151515;ADASTAR;1359.1;4298.22;57.92;183.17;;
9151539;SCHLESWIG-HOLSTEIN;6134.4;19666.88;77.85;249.58;;
9151541;DEUTSCHLAND;5648.1;18107.81;70.72;226.72;;
9152181;TAGANROGSKIY ZALIV;259.1;812.64;52.59;164.94;;
9152820;RINA;3297.1;10333.21;187.98;589.14;;
9152923;BELITAKI;3759.83;11811.91;103.22;324.27;;
9153020;SUECIA SEAWAYS;4764.56;14875.41;139.43;435.31;;
9153032;BRITANNIA SEAWAYS;10808.21;33726.95;142.99;446.19;;
9153056;SEAEAGLE;1644.04;5170.01;86.29;271.36;;
9153214;HAI GONG YOU 309;1081.6;3409.16;86.74;273.39;;
9153642;JUMBO VISION;2399;7592.77;59.64;188.77;;
9153654;FAIRLANE;1887.7;5967.66;62.03;196.1;;
9153850;MAERSK KIEL;3779;11846.37;227.62;713.54;;
9153862;MAERSK KALMAR;6636.07;20877.13;245.76;773.18;;
9154268;KAN 2;2302.7;7296.41;60.89;192.94;;
9154270;ALGRACE;357.76;1128.84;64.79;204.43;;
9154282;KEMET STAR;392.6;1239.51;70.01;221.03;;
9155107;MSC MARIA PIA;5305.41;16824.23;135.83;430.72;;
9155767;CHAMPION TERN;2298.5;7214.85;83.35;261.62;;
9155925;KONINGSBORG;2033;6453.77;38.27;121.49;;
9156539;SVEVA;824.48;2573.21;88.91;277.49;;
9157284;SELANDIA SEAWAYS;12123.97;37812.16;146.67;457.45;;
9157478;NAVIGATOR MAGELLAN;1041.55;3251.24;91.68;286.18;;
9157868;LAURA S;3755.1;11716.74;68.67;214.26;;
9158070;ABANA;1385.76;4437.65;44;140.9;;
9158082;SAVA;1393.6;4467.89;46.27;148.34;;
9158159;BALGARKA;1780.1;5695.06;75.17;240.49;;
9158240;SYN ALTAIR;2459.4;7775.41;55.76;176.29;;
9158276;AQUARIUS LEADER;2764.6;8732.27;95.22;300.76;;
9158458;EKATERINA;2056;6516;65.5;207.58;;
9158549;ORIENTAL REEFER;1022.3;3194.76;85.46;267.08;;
9158604;GLOVIS CHORUS;2499.42;7895.42;110.56;349.26;;
9158616;ASIAN CAPTAIN;1729.7;5476.32;113.77;360.19;;
9159103;CROWN RUBY;1969;6177.96;89.01;279.28;;
9159115;CROWN SAPPHIRE;1146.8;3574.72;84.34;262.91;;
9159737;CAPE SCOTT;1708.04;5393.92;64.31;203.08;;
9160310;IEVOLI SPEED;2249.1;7033.74;58.11;181.72;;
9160334;VECHTBORG;2311;7353.52;43.76;139.24;;
9160346;VLISTBORG;2242;7134.5;42.48;135.19;;
9160475;TENNA KOSAN;2602.5;8169.7;55.12;173.02;;
9160487;TESSA KOSAN;3894.1;12221.09;64.46;202.29;;
9160619;LOCH RANNOCH;4746.3;15216.64;409.8;1313.81;;
9160724;BALTIC LORD;2596.5;8135.22;85.99;269.42;;
9160736;BALTIC LADY;3327.1;10472.39;95.08;299.29;;
9160774;AKRANES;9938.64;31037.63;103.28;322.53;;
9160798;SAGA BEIJA-FLOR;1073.6;3383.23;87.15;274.65;;
9160920;FAS DAMMAM;1909.9;6028.59;95.74;302.21;;
9161297;MSC PAOLA;341.33;1075.53;150.76;475.06;;
9161869;AQUIS PERLA;844.87;2662.75;49.88;157.21;;
9161883;ELEGANT;301.9;943.54;42.64;133.27;;
9161948;JEAN NICOLI;15770.69;49333.23;212.15;663.64;;
9162227;MAERSK KIMI;5052.32;15938.5;231.68;730.87;;
9162411;JADE I;2136.37;6744.21;66.66;210.44;;
9162631;MSC ASLI;5279.87;16653.39;106.97;337.4;;
9162643;MSC LEA;3114.56;9823.69;105.91;334.06;;
9162667;LEONIE P;6984;22015.33;84.43;266.14;;
9162681;ALASA;3889.02;12468.2;60.05;192.51;;
9163192;MSC UMA;5977.4;18865.43;114.17;360.35;;
9163403;SIERRA LAUREL;2448.9;7678.16;48.87;153.23;;
9163685;DINTELBORG;2087.41;6626.87;48.82;155;;
9163697;DONGEBORG;2711.64;8614.71;48.53;154.19;;
9164237;ALEXANDER MAERSK;495.65;1550.87;70.96;222.02;;
9164756;CALA PINO;11112.3;34630.64;110.33;343.83;;
9164768;CALA PULA;11071.8;34507.13;108.3;337.55;;
9164770;CALA PALMA;11321.2;35296.99;108.94;339.65;;
9164782;CALA PEDRA;10380.6;32343.18;102.78;320.24;;
9164794;SOUTH RIVER;2643.54;8259.28;59.95;187.31;;
9164811;PUFFIN S;1972.04;6215.28;52.29;164.8;;
9165310;EUROCARGO ISTANBUL;7522.75;23482.49;93.39;291.53;;
9165358;MISSISSAUGA EXPRESS;11258.5;35467.7;160.77;506.49;;
9165360;OTTAWA EXPRESS;6274.4;19703.19;137.83;432.82;;
9165695;QUANTRA;223.9;711.41;72.77;231.23;;
9165827;ELYANA;903.2;2840.12;91.93;289.07;;
9166211;EKATERINA;824.05;2600.94;81.1;255.97;;
9166637;MELUSINE;8973.52;28275.62;89.45;281.85;;
9166651;MSC ALIX 3;5784.85;18267.82;121.82;384.68;;
9166778;MSC ABY;1649.5;5199.48;273.73;862.84;;
9166780;MSC ELLEN;10248.18;32431.86;297.19;940.51;;
9166869;JAL PARI;1266.04;3990.01;57.01;179.66;;
9166895;YU HENG XIAN FENG;0;0;Division by zero!;Division by zero!;;
9167150;OASIS II;1207.83;3777.89;93;290.88;;
9167318;SHORTHORN EXPRESS;1598.76;4997.91;38.54;120.48;;
9167801;CERES TWO;12795;39891.83;225.72;703.75;;
9167942;MERITO;2696.4;8472.31;75.91;238.52;;
9168154;EAGLE TRADER;390.47;1232.32;68.34;215.68;;
9168192;MAERSK PENANG;11230.49;35272.23;133.57;419.52;;
9168207;MAERSK PALERMO;12099.56;38076.54;144.5;454.73;;
9168221;MAERSK PATRAS;11500.08;35814.43;130.58;406.66;;
9168611;STOLT SPRAY;5206.9;16373.89;96.95;304.88;;
9168623;STOLT SURF;1023;3192.27;79.54;248.21;;
9168635;BOW FORTUNE;2215.73;7012.74;125.17;396.15;;
9168647;STOLT COMMITMENT;1273.9;3971.84;124.5;388.18;;
9169029;MSC EDITH;7074.92;22305.78;140.76;443.79;;
9169031;MSC MARYLENA;8613.66;27160.03;125.65;396.21;;
9169043;MSC CAITLIN;4191.54;13217.07;117.08;369.18;;
9169055;MSC ADRIANA;4792.94;15114.65;152.19;479.92;;
9169067;MSC MIA SUMMER;3958.35;12482.95;130.37;411.14;;
9169122;MSC ANNICK;15910.25;49584.87;186.23;580.41;;
9169316;GRAND CHOICE;2260.77;7154.55;97.03;307.08;;
9169330;AQUATA;711.7;2247.96;103.61;327.26;;
9169768;ICE HAWK;2032.01;6450.76;160.75;510.3;;
9169782;ONYX;2791.73;8693.45;85.09;264.96;;
9169940;STOLT STREAM;2553;8013.23;86.3;270.86;;
9170183;AVEMAR DOS;5720.9;18341.2;155.26;497.75;;
9170597;TRANS IBERIA;2808.24;8818.02;84.81;266.3;;
9170999;MN PELICAN;10943.34;34109.87;108.79;339.11;;
9171113;BLUE BEAD;363.2;1146.99;76.96;243.04;;
9171163;GOTLANDIA;0;0;Division by zero!;Division by zero!;;
9171280;HOEGH TRADER;4044.42;12681.37;116.74;366.03;;
9171345;MARINOULA;853.1;2673.29;125.75;394.06;;
9171371;KAZIM DEDE;1464.67;4685.76;35.07;112.19;;
9171383;LADY SHAM;379.1;1197.29;37.73;119.15;;
9171395;IMMENSITY;1245.79;3994.01;33.71;108.06;;
9171474;HICRIKAAN;1847.85;5842.53;58.12;183.76;;
9172105;SELAMET;1290.25;4088.52;48.65;154.17;;
9172155;HELGA ESSBERGER;3650;11701.9;64.75;207.59;;
9172167;IEVOLI SHINE;3016.34;9431.31;61.75;193.08;;
9172210;DORIS;4180.4;13402.36;55.84;179.03;;
9172222;FINNSTRAUM;4450.61;14268.66;57.36;183.91;;
9172258;MELATI 5;1541.2;4867.25;120.04;379.09;;
9172260;MELATI 6;1522.2;4819.55;133.25;421.88;;
