;;Totals;;;;;;;;;;;Average energy efficiency;;;;;;;;;;;;Distance and time;;;Average energy efficiency on Laden Voyages;;;;;;;;;;;;Additional voluntary reporting;
IMO Number;Name;Total fuel consumption [m tonnes];Fuel consumptions assigned to On laden [m tonnes];Total CO₂ emissions [m tonnes];CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes];CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes];CO₂ emissions assigned to Passenger transport [m tonnes];CO₂ emissions assigned to Freight transport [m tonnes];CO₂ emissions assigned to On laden [m tonnes];Annual Total time spent at sea [hours];Annual average Fuel consumption per distance [kg / n mile];Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles];Annual average Fuel consumption per transport work (volume) [g / m³ · n miles];Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles];Annual average Fuel consumption per transport work (pax) [g / pax · n miles];Annual average Fuel consumption per transport work (freight) [g / m tonnes · n miles];Annual average CO₂ emissions per distance [kg CO₂ / n mile];Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles];Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles];Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles];Annual average CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles];Annual average CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles];Through ice [n miles];Total time spent at sea [hours];Total time spent at sea through ice [hours];Fuel consumption per distance on laden voyages [kg / n mile];Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles];Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles];Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles];Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles];Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles];CO₂ emissions per distance on laden voyages [kg CO₂ / n mile];CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles];CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles];CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles];CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles];CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles];Additional information to facilitate the understanding of the reported average operational energy efficiency indicators;Average density of the cargo transported [m tonnes / m³]
9324710;GENCO CHARGER;1631,39;1497,07;5119,31;1436,24;1571,08;1871,07;240,93;N/A;N/A;4693,11;2465;65,61;2,97;N/A;N/A;N/A;N/A;205,89;9,33;N/A;N/A;N/A;N/A;N/A;2465;N/A;Division by zero!;2,73;N/A;N/A;N/A;N/A;Division by zero!;8,55;N/A;N/A;N/A;N/A;;
9324734;CAMBRIDGE;66,4;;207,9;1502,58;79,79;150,84;83,33;N/A;N/A;;84,02;138,33;7,14;N/A;N/A;N/A;N/A;433,13;22,34;N/A;N/A;N/A;N/A;N/A;84,02;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9324801;PALMALI VOYAGER;793;749;2492,22;168;611;698;44;N/A;N/A;2351,15;2911;69,83;7,28;N/A;4,72;N/A;N/A;219,46;22,89;N/A;14,83;N/A;N/A;;2911;;123,97;6,88;N/A;4,46;N/A;N/A;389,13;21,6;N/A;13,99;N/A;N/A;;
9324851;NAVIOS AZURE;11345,3;;35517,59;27006,08;3089,62;4146,22;1275,67;N/A;N/A;;4331,2;163,69;6,98;N/A;N/A;N/A;N/A;512,43;21,86;N/A;N/A;N/A;N/A;N/A;4331,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9324875;NAVIOS INDIGO;14129,18;;44358,45;8932,07;15743,8;15646,39;4036,19;N/A;N/A;;4257,4;212,86;17,97;N/A;N/A;N/A;N/A;668,26;56,43;N/A;N/A;N/A;N/A;N/A;4257,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9324954;BC HAMBURG;1795,41;;5600,7;837,81;2269,13;2114,79;378,97;N/A;N/A;;4466,18;95,2;17,16;N/A;N/A;N/A;N/A;296,98;53,53;N/A;N/A;N/A;N/A;N/A;4466,18;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9324978;BC SINGAPORE;3400,1;;10590,23;31,14;4578,37;5663,05;317,69;N/A;N/A;;4189,77;74,21;11,15;N/A;N/A;N/A;N/A;231,14;34,71;N/A;N/A;N/A;N/A;N/A;4189,77;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9324992;ALIKI;2858,2;;8913,67;650,38;8198,54;0;64,76;N/A;N/A;;1545,49;187,83;1,23;N/A;N/A;N/A;N/A;585,77;3,85;N/A;N/A;N/A;N/A;N/A;1545,49;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325013;NAVIOS FANTASTIKS;3640,24;;11407,87;0;6334,88;4610,2;462,79;N/A;N/A;;2133,5;153,22;2,67;N/A;N/A;N/A;N/A;480,15;8,38;N/A;N/A;N/A;N/A;N/A;2133,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325025;MONTECRISTO;3486,47;;10873,88;0;2062,52;8670,77;140,58;N/A;N/A;;2871,5;182,28;1,31;N/A;N/A;N/A;N/A;568,51;4,09;N/A;N/A;N/A;N/A;N/A;2871,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325049;SONANGOL NAMIBE;2064,9;;6458,33;0;1661,49;4291,25;505,61;N/A;N/A;;1844,33;122,87;1,62;N/A;N/A;N/A;N/A;384,28;5,05;N/A;N/A;N/A;N/A;N/A;1844,33;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325051;PANAMAX NOSTOS;770,87;;2436,17;0;1269,89;897,88;268,41;N/A;N/A;;994,42;105,15;3,42;N/A;N/A;N/A;N/A;332,31;10,82;N/A;N/A;N/A;N/A;N/A;994,42;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325063;MARINICKI;2531,2;;7956,98;1846,66;3519,6;2290,89;299,83;N/A;N/A;;2021,95;103,76;3,13;N/A;N/A;N/A;N/A;326,16;9,83;N/A;N/A;N/A;N/A;N/A;2021,95;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325099;GRIKOS;1278,98;;4013;67,36;1612,18;2059,35;274,11;N/A;N/A;;1573,2;81,31;3,96;N/A;N/A;N/A;N/A;255,13;12,42;N/A;N/A;N/A;N/A;N/A;1573,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325104;TAMPA BAY;2170;;6785,84;93,62;5181,24;1363,18;147,8;N/A;N/A;;2663,6;75,5;3,2;N/A;N/A;N/A;N/A;236,09;10;N/A;N/A;N/A;N/A;N/A;2663,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325178;LAKE SUPERIOR;6233,55;;19510,97;31,42;8779,16;10009,79;1628,15;N/A;N/A;;4956,1;99,4;29,84;N/A;N/A;N/A;N/A;311,12;93,39;N/A;N/A;N/A;N/A;N/A;4956,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325221;GRAND RUBY;8096,58;;25303,7;4091,77;9808,74;10793,7;609,49;N/A;N/A;;4528,14;115,44;16,53;N/A;Division by zero!;N/A;N/A;360,77;51,65;N/A;Division by zero!;N/A;N/A;N/A;4528,14;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9325233;GRAND SAPPHIRE;657,03;;2068,04;457,77;314,02;1163,95;132,3;N/A;N/A;;481,4;101,41;36,87;N/A;Division by zero!;N/A;N/A;319,19;116,06;N/A;Division by zero!;N/A;N/A;N/A;481,4;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9325300;BAOGANG GLORY;3964,79;3964,79;12397,15;0;5106,58;7190,1;100,43;N/A;N/A;12397,14;2259,7;157,78;1,51;N/A;N/A;N/A;N/A;493,36;4,72;N/A;N/A;N/A;N/A;N/A;2259,7;N/A;Division by zero!;1,51;N/A;N/A;N/A;N/A;Division by zero!;4,72;N/A;N/A;N/A;N/A;;
9325324;HIGH SD YIHE;4866,08;2596,99;15276,87;2209,43;6288,44;5882,67;896,33;N/A;N/A;8137,32;4759;112,85;4,77;N/A;N/A;N/A;N/A;354,29;14,98;N/A;N/A;N/A;N/A;N/A;4759;N/A;Division by zero!;2,55;N/A;N/A;N/A;N/A;Division by zero!;7,98;N/A;N/A;N/A;N/A;;
9325427;ROCKIES HIGHWAY;3153,8;;9884,4;774,56;5293,36;3605,86;210,63;N/A;N/A;;2164,32;102,29;42,19;N/A;;N/A;N/A;320,6;132,24;N/A;;N/A;N/A;N/A;2164,32;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9325685;AL MARROUNA;37540,65;;107262,12;0;50542,76;55644,38;1074,97;N/A;N/A;;7759,64;352,39;N/A;4,49;N/A;N/A;N/A;1006,86;N/A;12,83;N/A;N/A;N/A;N/A;7759,64;N/A;;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;
9325697;AL AREESH;37226,7;;106426,75;0;57518,37;47502,79;1405,59;N/A;N/A;;7817,51;329,24;N/A;4,66;N/A;N/A;N/A;941,27;N/A;13,31;N/A;N/A;N/A;N/A;7817,51;N/A;;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;
9325702;AL DAAYEN;28367,44;;80827,72;664,74;41482,25;37445,41;1235,32;N/A;N/A;;6193,53;338,01;N/A;4,6;N/A;N/A;N/A;963,11;N/A;13,1;N/A;N/A;N/A;N/A;6193,53;N/A;;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;
9325764;EASTERN HIGHWAY;1295,58;;4046,86;331,01;3626,12;0;89,74;N/A;N/A;;1014,33;85,13;20,79;N/A;N/A;N/A;N/A;265,93;64,94;N/A;N/A;N/A;N/A;N/A;1014,33;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325831;MINERVA PACIFICA;2531,2;;7943,71;61,2;3875,1;3755,6;251,8;N/A;N/A;;2574,6;87;3,61;N/A;N/A;N/A;N/A;273,04;11,33;N/A;N/A;N/A;N/A;N/A;2574,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325843;ULRIKEN;1172,5;;3678,77;1130,16;870,81;1355,64;322,15;N/A;N/A;;1057,9;87,29;6,5;N/A;N/A;N/A;N/A;273,88;20,41;N/A;N/A;N/A;N/A;N/A;1057,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9325908;PENELOP;5330;;17087,98;3182,47;4773,41;6535,75;2596,35;N/A;N/A;;7294,7;156,99;3,26;N/A;N/A;N/A;N/A;503,3;10,47;N/A;N/A;N/A;N/A;0;7294,7;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326160;YUTAI AMBITIONS;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326275;ZOI XL;1532,59;;4791,56;186,94;3246,05;1210,38;148,17;N/A;N/A;;1267,12;108,73;1,85;N/A;N/A;N/A;N/A;339,94;5,78;N/A;N/A;N/A;N/A;N/A;1267,12;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326304;MINANUR CEBI;688,8;;2154,79;116,23;308,26;1612,04;118,26;N/A;N/A;;1177,12;58,9;3,4;N/A;N/A;N/A;N/A;184,27;10,63;N/A;N/A;N/A;N/A;N/A;1177,12;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326330;AFRICAN JUNIPER;1056,31;;3319,31;0;2090,25;1116,53;112,54;N/A;N/A;;1813,58;60,82;5,3;N/A;N/A;N/A;N/A;191,12;16,66;N/A;N/A;N/A;N/A;N/A;1813,58;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326495;STARVIP;2244,01;;7028,76;3317,14;1380,8;1889,35;441;N/A;N/A;;3767,9;77,49;6,5;N/A;6,5;N/A;N/A;242,71;20,37;N/A;20,37;N/A;N/A;N/A;3767,9;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9326500;AEGEA;1945,94;;6114,98;799,86;2238,13;2950,76;126,22;N/A;N/A;;2014,6;103,93;4,12;N/A;N/A;N/A;N/A;326,59;12,93;N/A;N/A;N/A;N/A;N/A;2014,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326512;AKTEA;3583,74;;11212,7;5055,69;2980,93;2835,1;340,99;N/A;N/A;;3160,65;93,09;4,61;N/A;N/A;N/A;N/A;291,24;14,43;N/A;N/A;N/A;N/A;N/A;3160,65;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326536;NAVIOS GALILEO;1624,2;;5088,89;993,08;799,24;2962,24;334,34;N/A;N/A;;1456,45;94,84;1,62;N/A;N/A;N/A;N/A;297,16;5,06;N/A;N/A;N/A;N/A;N/A;1456,45;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326603;IBERICA KNUTSEN;1825;;5021,3;0;2742;2501;96;N/A;N/A;;477;259,05;3,99;N/A;N/A;N/A;N/A;712,75;10,99;N/A;N/A;N/A;N/A;N/A;477;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326718;SKS SEGURA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326720;SKS SPEY;4166,1;;13052,55;481,5;4266;7542;763;N/A;N/A;;2879;160,65;1,89;N/A;N/A;N/A;N/A;503,34;5,91;N/A;N/A;N/A;N/A;N/A;2879;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326811;AEGEAN HORIZON;6889,78;;21545,6;0;7472,26;11141,17;2932,17;N/A;N/A;;5410,98;184,19;2,34;N/A;N/A;N/A;N/A;575,98;7,33;N/A;N/A;N/A;N/A;N/A;5410,98;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326835;HAMMONIA HUSUM;9989,4;;31293,94;3091,87;11548,05;16029,82;624,21;N/A;N/A;;5903,7;123,52;10,41;N/A;N/A;N/A;N/A;386,94;32,61;N/A;N/A;N/A;N/A;N/A;5903,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326861;MARILEE;4261,09;;13482,35;529,79;6692;5553,06;707,49;N/A;N/A;;4951,02;129,89;3,26;N/A;N/A;N/A;N/A;410,97;10,31;N/A;N/A;N/A;N/A;0;4951,02;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326873;MARIBEL;2535,9;;7976,3;0;3215,96;4664,45;95,89;N/A;N/A;;2489,58;113,5;3,23;N/A;N/A;N/A;N/A;357;10,16;N/A;N/A;N/A;N/A;0;2489,58;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326885;MARI UGLAND;4517,69;;14234,55;0;5969,28;7764,88;500,39;N/A;N/A;;4462,96;119,84;3,16;N/A;N/A;N/A;N/A;377,6;9,96;N/A;N/A;N/A;N/A;0;4462,96;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326902;TEAM EXPLORER;2365,6;;7403,92;756,93;2491,02;3727,16;428,81;N/A;N/A;;1899,2;103,88;3,12;N/A;N/A;N/A;N/A;325,13;9,77;N/A;N/A;N/A;N/A;N/A;1899,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326914;SITEAM ADVENTURER;1791,2;;5593,29;526,4;1766,8;3127,6;172,5;N/A;N/A;;1174,4;127,75;3,6;N/A;N/A;N/A;N/A;398,92;11,25;N/A;N/A;N/A;N/A;N/A;1174,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326926;TEAM VOYAGER;2265,7;;7106,97;854,48;1391,1;4003,27;858,13;N/A;N/A;;2373,13;109,58;3,43;N/A;N/A;N/A;N/A;343,74;10,75;N/A;N/A;N/A;N/A;N/A;2373,13;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326938;TEAM DISCOVERER;1575,1;;4928,18;740,6;1321;2427,9;438,7;N/A;N/A;;1007,5;127;3,59;N/A;N/A;N/A;N/A;397,35;11,22;N/A;N/A;N/A;N/A;N/A;1007,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326940;WEC CORNEILLE;3241,41;;10112,22;9648,68;0;0;463,54;N/A;N/A;;3513,8;82,04;16,59;N/A;N/A;N/A;N/A;255,95;51,76;N/A;N/A;N/A;N/A;N/A;3513,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326952;TROUPER;7064,26;;22015,08;4954,85;7047,9;9578,48;433,84;N/A;N/A;;6604;77,84;17,91;N/A;N/A;N/A;N/A;242,58;55,82;N/A;N/A;N/A;N/A;N/A;6604;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326976;ANGELA;2892,4;;9014,19;886,93;3193,3;4760,97;173;N/A;N/A;;2632,32;85,23;17,21;N/A;N/A;N/A;N/A;265,61;53,64;N/A;N/A;N/A;N/A;N/A;2632,32;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326988;DANIEL;3102,4;;9702,26;4080,21;2462,88;2644,54;514,63;N/A;N/A;;6604,1;84,43;19,18;N/A;N/A;N/A;N/A;264,04;59,99;N/A;N/A;N/A;N/A;N/A;6604,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9326990;ANALENA;1546,4;;4828,42;364,84;2171,45;2110,05;182,08;N/A;N/A;;4692,75;66,21;13,23;N/A;N/A;N/A;N/A;206,74;41,31;N/A;N/A;N/A;N/A;;4692,75;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327011;GINNY;800,7;;2505,25;0;204,3;2069,82;231,13;N/A;N/A;;683;124,01;2,16;N/A;N/A;N/A;N/A;387,99;6,75;N/A;N/A;N/A;N/A;N/A;683;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327023;PLOUTOS;3342;;10478,38;483;4920;4350;725;N/A;N/A;;3140,1;112,07;2,58;N/A;N/A;N/A;N/A;351,39;8,1;N/A;N/A;N/A;N/A;N/A;3140,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327035;ESTIA;2962;;9275,37;126;3960;4577;612;N/A;N/A;;2388,5;117,69;2,89;N/A;N/A;N/A;N/A;368,53;9,04;N/A;N/A;N/A;N/A;N/A;2388,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327047;AGNES ESSBERGER;3781;;12121,89;9489;0;80;2552;N/A;N/A;;5530;91,52;15,51;N/A;N/A;N/A;N/A;293,4;49,72;N/A;N/A;N/A;N/A;;5530;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;Missing anual reporting results are imported correctly;
9327059;ANNETTE ESSBERGER;3614;;11586,48;9691;0;0;1893;N/A;N/A;;5520;88,21;12,74;N/A;N/A;N/A;N/A;282,8;40,84;N/A;N/A;N/A;N/A;;5520;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327097;AVALON;4185,3;;13165,01;10927,77;0;0;2237,23;N/A;N/A;;5605,1;113,35;13,36;N/A;N/A;N/A;N/A;356,55;42,01;N/A;N/A;N/A;N/A;0;5605,1;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327102;AURELIA;3723,3;;11638,42;9009,66;498,14;413,99;1716,64;N/A;N/A;;6289,9;119,4;11,85;N/A;N/A;N/A;N/A;373,23;37,04;N/A;N/A;N/A;N/A;0;6289,9;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327372;BALTIC FAVOUR;4615;;14695,26;5046;3055;4397;2196;N/A;N/A;;5730,72;113,27;6,33;N/A;N/A;N/A;N/A;360,68;20,17;N/A;N/A;N/A;N/A;;5730,72;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327396;BALTIC FREEDOM;3920;;12375,97;1778;5805;3773;1021;N/A;N/A;;4946,8;102,7;6,03;N/A;N/A;N/A;N/A;324,24;19,03;N/A;N/A;N/A;N/A;;4946,8;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327401;BALTIC FROST;4686,89;;14824,39;5597,49;2525,77;4120,87;2580,26;N/A;N/A;;6074,34;104,07;7,07;N/A;N/A;N/A;N/A;329,17;22,35;N/A;N/A;N/A;N/A;;6074,34;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327413;ARISTIDIS;1291,1;;4034,77;0;2019,6;1803,6;211,6;N/A;N/A;;1441,8;90,29;4,35;N/A;N/A;N/A;N/A;282,17;13,59;N/A;N/A;N/A;N/A;;1441,8;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327425;SKYROS;4400,96;;13839,19;3445,13;4388,71;5024,02;981,33;N/A;N/A;;5290,38;120,88;5,46;N/A;N/A;N/A;N/A;380,12;17,16;N/A;N/A;N/A;N/A;;5290,38;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327437;ALKIVIADIS;5510;;17465,42;3798;3572;7087;3025;N/A;N/A;;4570,3;109,85;5,54;N/A;N/A;N/A;N/A;348,19;17,57;N/A;N/A;N/A;N/A;;4570,3;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327449;ASSOS;917,69;;2870,25;0;2327,66;450,1;97,1;N/A;N/A;;562,7;135,15;3,32;N/A;N/A;N/A;N/A;422,72;10,37;N/A;N/A;N/A;N/A;;562,7;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327463;ANEMOS 1;623,7;;1946,08;0;145,9;1746,3;53,9;N/A;N/A;;429,7;118,43;2,84;N/A;N/A;N/A;N/A;369,54;8,87;N/A;N/A;N/A;N/A;;429,7;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327504;IVER ABILITY;1816,76;;5752,35;3329,9;730,77;872,85;818,84;N/A;N/A;;5897,5;73,98;23,61;N/A;N/A;N/A;N/A;234,26;74,77;N/A;N/A;N/A;N/A;N/A;5897,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327578;BENEDIKT RAMBOW;2319;;7241,49;1177,4;2768,7;2901,7;393,7;N/A;N/A;;3260;95,15;21,31;N/A;11,31;N/A;N/A;297,12;66,55;N/A;35,33;N/A;N/A;;3260;;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9327580;KANTATA;2312,7;;7208,45;1048,48;2955,49;2961,41;243,06;N/A;N/A;;4766,05;106,81;18,79;N/A;N/A;N/A;N/A;332,93;58,58;N/A;N/A;N/A;N/A;N/A;4766,05;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9327748;TARIFA;989,4;;3105,3;1809,34;347,21;673,25;275,5;N/A;N/A;;597;131,26;24,82;N/A;;N/A;N/A;411,95;77,9;N/A;;N/A;N/A;N/A;597;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9328015;GOTLANDIA II;5456;N/A;17491,94;16700;0;0;788;16703,26;0;N/A;1241;181,26;N/A;N/A;N/A;400,77;Division by zero!;581,13;N/A;N/A;N/A;1284,87;Division by zero!;N/A;1241;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
9328027;JORK RULER;7460,4;7357,2;23517,43;16703,2;4637,6;1939,5;237,2;N/A;N/A;23186,57;6888,03;72,06;15,99;N/A;N/A;N/A;N/A;227,15;50,4;N/A;N/A;N/A;N/A;1068,7;6888,03;82,12;71,8;15,77;N/A;N/A;N/A;N/A;226,29;49,69;N/A;N/A;N/A;N/A;;
9328039;MEANDI;5950;;18654,06;17974;0;0;680;N/A;N/A;;5642;83,26;16,15;N/A;N/A;N/A;N/A;261,02;50,62;N/A;N/A;N/A;N/A;;5642;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328041;MIRROR;5050;;16035,56;15051;0;0;987;N/A;N/A;;5155;72,93;13,56;N/A;N/A;N/A;N/A;231,58;43,04;N/A;N/A;N/A;N/A;;5155;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328053;MUSIC;6776;;21362,67;14937;4254;1733;438;N/A;N/A;;6865;67,04;14,61;N/A;N/A;N/A;N/A;211,34;46,06;N/A;N/A;N/A;N/A;;6865;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;Distance 17.03.-20.03. corrected to 1100nm. Reason was a typing error.;
9328132;GOTLAND CAROLINA;713,8;;2230,02;0;1251,09;978,93;23,85;N/A;N/A;;565,9;103,25;5,81;N/A;N/A;N/A;N/A;322,58;18,15;N/A;N/A;N/A;N/A;;565,9;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328144;GOTLAND SOFIA;271,15;;856,4;0;0;856,4;0;N/A;N/A;;352,7;86,07;Division by zero!;N/A;N/A;N/A;N/A;271,83;Division by zero!;N/A;N/A;N/A;N/A;;352,7;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328170;WAFRAH;462,3;;1445,62;0;834,6;457,77;153,25;N/A;N/A;;445,95;229,09;6,66;N/A;N/A;N/A;N/A;716,36;20,82;N/A;N/A;N/A;N/A;N/A;445,95;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328340;OCEAN MARINER;1004,63;;3129;0;1322,73;1500,6;305,67;N/A;N/A;;2363,4;57,94;11,8;N/A;N/A;N/A;N/A;180,45;36,74;N/A;N/A;N/A;N/A;N/A;2363,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328481;GERHARD SCHULTE;4979,62;;15535,54;1458,73;7569,23;6098,32;409,27;N/A;N/A;;2781,1;167,54;8,41;N/A;N/A;N/A;N/A;522,7;26,24;N/A;N/A;N/A;N/A;N/A;2781,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328522;SPAR SPICA;1584,5;;4960,22;572,11;1536,42;0;306,95;N/A;N/A;;1289,8;96,58;2,84;N/A;N/A;N/A;N/A;302,34;8,88;N/A;N/A;N/A;N/A;N/A;1289,8;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9328534;SPAR LIBRA;1984,7;;6206,07;913,41;1737,54;3195,62;359,5;N/A;N/A;;1855;101,79;2,83;N/A;N/A;N/A;N/A;318,29;8,86;N/A;N/A;N/A;N/A;N/A;1855;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
